Year,Municipality,PropertyClass,Rate,Province
2021,Addington Highlands Tp,Residential,0.01258162,ON
2021,Addington Highlands Tp,Farmland,0.00314541,ON
2021,Addington Highlands Tp,Commercial,0.0244653,ON
2021,Addington Highlands Tp,Industrial,0.03278201,ON
2021,Adelaide-Metcalfe Tp,Residential,0.01246997,ON
2021,Adelaide-Metcalfe Tp,Farmland,0.00311749,ON
2021,Adelaide-Metcalfe Tp,Commercial,0.02132517,ON
2021,Adelaide-Metcalfe Tp,Industrial,0.02789134,ON
2021,Adjala-Tosorontio Tp,Residential,0.00706161,ON
2021,Adjala-Tosorontio Tp,Farmland,0.00176541,ON
2021,Adjala-Tosorontio Tp,Commercial,0.01556129,ON
2021,Adjala-Tosorontio Tp,Industrial,0.01539645,ON
2021,Admaston-Bromley Tp,Residential,0.01179454,ON
2021,Admaston-Bromley Tp,Farmland,0.00294863,ON
2021,Admaston-Bromley Tp,Commercial,0.02742705,ON
2021,Admaston-Bromley Tp,Industrial,0.03698861,ON
2021,Ajax T,Residential,0.00995684,ON
2021,Ajax T,Farmland,0.00206787,ON
2021,Ajax T,Commercial,0.02101891,ON
2021,Ajax T,Industrial,0.02585171,ON
2021,Alberton Tp,Residential,0.01027521,ON
2021,Alberton Tp,Farmland,0.0025688,ON
2021,Alberton Tp,Commercial,0.01822296,ON
2021,Alberton Tp,Industrial,0.01778658,ON
2021,Alfred and Plantagenet Tp,Residential,0.01247105,ON
2021,Alfred and Plantagenet Tp,Farmland,0.00311776,ON
2021,Alfred and Plantagenet Tp,Commercial,0.02456604,ON
2021,Alfred and Plantagenet Tp,Industrial,0.03557156,ON
2021,Algonquin Highlands Tp,Residential,0.00709362,ON
2021,Algonquin Highlands Tp,Farmland,0.00177341,ON
2021,Algonquin Highlands Tp,Commercial,0.01704918,ON
2021,Algonquin Highlands Tp,Industrial,0.01835885,ON
2021,Alnwick-Haldimand Tp,Residential,0.01178102,ON
2021,Alnwick-Haldimand Tp,Farmland,0.00294525,ON
2021,Alnwick-Haldimand Tp,Commercial,0.02417653,ON
2021,Alnwick-Haldimand Tp,Industrial,0.03032714,ON
2021,Amaranth Tp,Residential,0.01056278,ON
2021,Amaranth Tp,Farmland,0.00236971,ON
2021,Amaranth Tp,Commercial,0.01982,ON
2021,Amaranth Tp,Industrial,0.02865767,ON
2021,Amherstburg T,Residential,0.01595476,ON
2021,Amherstburg T,Farmland,0.00398868,ON
2021,Amherstburg T,Commercial,0.02440823,ON
2021,Amherstburg T,Industrial,0.0368201,ON
2021,Armour Tp,Residential,0.00923773,ON
2021,Armour Tp,Farmland,0.00230943,ON
2021,Armour Tp,Commercial,0.01495159,ON
2021,Armour Tp,Industrial,0.01174573,ON
2021,Armstrong Tp,Residential,0.01129433,ON
2021,Armstrong Tp,Farmland,0.00282358,ON
2021,Armstrong Tp,Commercial,0.02411224,ON
2021,Armstrong Tp,Industrial,0.02759366,ON
2021,Arnprior T,Residential,0.01414711,ON
2021,Arnprior T,Farmland,0.00353678,ON
2021,Arnprior T,Commercial,0.03169627,ON
2021,Arnprior T,Industrial,0.04447985,ON
2021,Ashfield-Colborne-Wawanosh Tp,Residential,0.01032568,ON
2021,Ashfield-Colborne-Wawanosh Tp,Farmland,0.00258142,ON
2021,Ashfield-Colborne-Wawanosh Tp,Commercial,0.01847524,ON
2021,Ashfield-Colborne-Wawanosh Tp,Industrial,0.01847524,ON
2021,Asphodel-Norwood Tp,Residential,0.01189087,ON
2021,Asphodel-Norwood Tp,Farmland,0.00297272,ON
2021,Asphodel-Norwood Tp,Commercial,0.02018245,ON
2021,Asphodel-Norwood Tp,Industrial,0.02478889,ON
2021,Assiginack Tp,Residential,0.01667052,ON
2021,Assiginack Tp,Farmland,0.00416763,ON
2021,Assiginack Tp,Commercial,0.02280932,ON
2021,Assiginack Tp,Industrial,0.01842128,ON
2021,Athens Tp,Residential,0.00949435,ON
2021,Athens Tp,Farmland,0.00237359,ON
2021,Athens Tp,Commercial,0.01952321,ON
2021,Athens Tp,Industrial,0.02322663,ON
2021,Augusta Tp,Residential,0.01146114,ON
2021,Augusta Tp,Farmland,0.00286529,ON
2021,Augusta Tp,Commercial,0.02217129,ON
2021,Augusta Tp,Industrial,0.02678927,ON
2021,Aurora T,Residential,0.00762133,ON
2021,Aurora T,Farmland,0.00190533,ON
2021,Aurora T,Commercial,0.01691426,ON
2021,Aurora T,Industrial,0.01880927,ON
2021,Aylmer T,Residential,0.01617132,ON
2021,Aylmer T,Farmland,0.00375001,ON
2021,Aylmer T,Commercial,0.03277663,ON
2021,Aylmer T,Industrial,0.04137841,ON
2021,Baldwin Tp,Residential,0.01242155,ON
2021,Baldwin Tp,Farmland,0.00310539,ON
2021,Baldwin Tp,Commercial,0.02218754,ON
2021,Baldwin Tp,Industrial,0.02078074,ON
2021,Barrie C,Residential,0.01218959,ON
2021,Barrie C,Farmland,0.0030474,ON
2021,Barrie C,Commercial,0.02407654,ON
2021,Barrie C,Industrial,0.02496343,ON
2021,Bayham M,Residential,0.01439866,ON
2021,Bayham M,Farmland,0.0033423,ON
2021,Bayham M,Commercial,0.02987372,ON
2021,Bayham M,Industrial,0.04113405,ON
2021,Beckwith Tp,Residential,0.00822802,ON
2021,Beckwith Tp,Farmland,0.00205701,ON
2021,Beckwith Tp,Commercial,0.02114397,ON
2021,Beckwith Tp,Industrial,0.02575695,ON
2021,Belleville C,Residential,0.01089036,ON
2021,Belleville C,Farmland,0.00272259,ON
2021,Belleville C,Commercial,0.02676367,ON
2021,Belleville C,Industrial,0.03126486,ON
2021,Billings Tp,Residential,0.01233,ON
2021,Billings Tp,Farmland,0.0030825,ON
2021,Billings Tp,Commercial,0.01724236,ON
2021,Billings Tp,Industrial,0.0196,ON
2021,Black River - Matheson Tp,Residential,0.01344693,ON
2021,Black River - Matheson Tp,Farmland,0.00336173,ON
2021,Black River - Matheson Tp,Commercial,0.03239552,ON
2021,Black River - Matheson Tp,Industrial,0.04014153,ON
2021,Blandford - Blenheim Tp,Residential,0.00967002,ON
2021,Blandford - Blenheim Tp,Farmland,0.00215458,ON
2021,Blandford - Blenheim Tp,Commercial,0.0242807,ON
2021,Blandford - Blenheim Tp,Industrial,0.03020826,ON
2021,Blind River T,Residential,0.0198385,ON
2021,Blind River T,Farmland,0.00495963,ON
2021,Blind River T,Commercial,0.02839925,ON
2021,Blind River T,Industrial,0.02991702,ON
2021,Bluewater M,Residential,0.01064266,ON
2021,Bluewater M,Farmland,0.00266066,ON
2021,Bluewater M,Commercial,0.01882392,ON
2021,Bluewater M,Industrial,0.01882392,ON
2021,Bonfield Tp,Residential,0.01216179,ON
2021,Bonfield Tp,Farmland,0.00304045,ON
2021,Bonfield Tp,Commercial,0.01950303,ON
2021,Bonfield Tp,Industrial,0.02220669,ON
2021,Bonnechere Valley Tp,Residential,0.01194294,ON
2021,Bonnechere Valley Tp,Farmland,0.00298574,ON
2021,Bonnechere Valley Tp,Commercial,0.02769636,ON
2021,Bonnechere Valley Tp,Industrial,0.03781763,ON
2021,Bracebridge T,Residential,0.00905781,ON
2021,Bracebridge T,Farmland,0.00226448,ON
2021,Bracebridge T,Commercial,0.01509079,ON
2021,Bracebridge T,Industrial,0.01627759,ON
2021,Bradford West Gwillimbury T,Residential,0.0073302,ON
2021,Bradford West Gwillimbury T,Farmland,0.00183255,ON
2021,Bradford West Gwillimbury T,Commercial,0.01588958,ON
2021,Bradford West Gwillimbury T,Industrial,0.01571674,ON
2021,Brampton C,Residential,0.00962669,ON
2021,Brampton C,Farmland,0.00240668,ON
2021,Brampton C,Commercial,0.01930221,ON
2021,Brampton C,Industrial,0.02070214,ON
2021,Brant County,Residential,0.0099331,ON
2021,Brant County,Farmland,0.0023993,ON
2021,Brant County,Commercial,0.0247659,ON
2021,Brant County,Industrial,0.0302279,ON
2021,Brantford C,Residential,0.01334371,ON
2021,Brantford C,Farmland,0.00333593,ON
2021,Brantford C,Commercial,0.02942319,ON
2021,Brantford C,Industrial,0.03535958,ON
2021,Brethour Tp,Residential,0.01027002,ON
2021,Brethour Tp,Farmland,0.0025675,ON
2021,Brighton M,Residential,0.01259459,ON
2021,Brighton M,Farmland,0.00314864,ON
2021,Brighton M,Commercial,0.02539689,ON
2021,Brighton M,Industrial,0.03203564,ON
2021,Brockton M,Residential,0.01427231,ON
2021,Brockton M,Farmland,0.00356808,ON
2021,Brockton M,Commercial,0.02451254,ON
2021,Brockton M,Industrial,0.03106974,ON
2021,Brockville C,Residential,0.014657851,ON
2021,Brockville C,Commercial,0.034375811,ON
2021,Brockville C,Industrial,0.043104507,ON
2021,Brooke-Alvinston M,Residential,0.0134632,ON
2021,Brooke-Alvinston M,Farmland,0.0030794,ON
2021,Brooke-Alvinston M,Commercial,0.02821652,ON
2021,Brooke-Alvinston M,Industrial,0.03323408,ON
2021,Bruce Co,Residential,0.00413204,ON
2021,Bruce Co,Farmland,0.00103301,ON
2021,Bruce Co,Commercial,0.00509522,ON
2021,Bruce Co,Industrial,0.00722157,ON
2021,Bruce Mines T,Residential,0.0184499,ON
2021,Bruce Mines T,Commercial,0.03143206,ON
2021,Bruce Mines T,Industrial,0.05329934,ON
2021,"Brudenell, Lyndoch and Raglan Tp",Residential,0.01097965,ON
2021,"Brudenell, Lyndoch and Raglan Tp",Farmland,0.00274491,ON
2021,"Brudenell, Lyndoch and Raglan Tp",Commercial,0.02594828,ON
2021,"Brudenell, Lyndoch and Raglan Tp",Industrial,0.03384372,ON
2021,Burk's Falls V,Residential,0.01729986,ON
2021,Burk's Falls V,Commercial,0.02614685,ON
2021,Burk's Falls V,Industrial,0.03119951,ON
2021,Burlington C,Residential,0.0073176,ON
2021,Burlington C,Farmland,0.00154002,ON
2021,Burlington C,Commercial,0.01613514,ON
2021,Burlington C,Industrial,0.02090012,ON
2021,Burpee and Mills Tp,Residential,0.01171983,ON
2021,Burpee and Mills Tp,Farmland,0.00262426,ON
2021,Burpee and Mills Tp,Commercial,0.01686634,ON
2021,Caledon T,Residential,0.00803694,ON
2021,Caledon T,Farmland,0.00149388,ON
2021,Caledon T,Commercial,0.01756832,ON
2021,Caledon T,Industrial,0.01915277,ON
2021,Callander M,Residential,0.01183288,ON
2021,Callander M,Farmland,0.00295822,ON
2021,Callander M,Commercial,0.02011905,ON
2021,Callander M,Industrial,0.02269366,ON
2021,Calvin Tp,Residential,0.01207558,ON
2021,Calvin Tp,Farmland,0.0030189,ON
2021,Calvin Tp,Commercial,0.02029202,ON
2021,Calvin Tp,Industrial,0.0357811,ON
2021,Cambridge C,Residential,0.01044401,ON
2021,Cambridge C,Farmland,0.00261103,ON
2021,Cambridge C,Commercial,0.02618244,ON
2021,Cambridge C,Industrial,0.02618244,ON
2021,Carleton Place T,Residential,0.01220162,ON
2021,Carleton Place T,Farmland,0.00305041,ON
2021,Carleton Place T,Commercial,0.02846703,ON
2021,Carleton Place T,Industrial,0.03581665,ON
2021,Carling Tp,Residential,0.00667239,ON
2021,Carling Tp,Farmland,0.0016681,ON
2021,Carling Tp,Commercial,0.01279571,ON
2021,Carling Tp,Industrial,0.02008086,ON
2021,Carlow-Mayo Tp,Residential,0.01359079,ON
2021,Carlow-Mayo Tp,Farmland,0.0033977,ON
2021,Carlow-Mayo Tp,Commercial,0.02206687,ON
2021,Casey Tp,Residential,0.01296843,ON
2021,Casey Tp,Farmland,0.00324211,ON
2021,Casey Tp,Commercial,0.01471096,ON
2021,Casey Tp,Industrial,0.02138227,ON
2021,Casselman M,Residential,0.01188878,ON
2021,Casselman M,Farmland,0.00297219,ON
2021,Casselman M,Commercial,0.02372699,ON
2021,Casselman M,Industrial,0.03414681,ON
2021,Cavan Monaghan Tp,Residential,0.01174123,ON
2021,Cavan Monaghan Tp,Farmland,0.00293531,ON
2021,Cavan Monaghan Tp,Commercial,0.02001805,ON
2021,Cavan Monaghan Tp,Industrial,0.02455796,ON
2021,Central Elgin M,Residential,0.01599784,ON
2021,Central Elgin M,Farmland,0.00371011,ON
2021,Central Elgin M,Commercial,0.03249254,ON
2021,Central Elgin M,Industrial,0.04099239,ON
2021,Central Frontenac Tp,Residential,0.01281221,ON
2021,Central Frontenac Tp,Farmland,0.00320305,ON
2021,Central Frontenac Tp,Commercial,0.02008221,ON
2021,Central Frontenac Tp,Industrial,0.02008221,ON
2021,Central Huron M,Residential,0.01259679,ON
2021,Central Huron M,Farmland,0.00314919,ON
2021,Central Huron M,Commercial,0.02097346,ON
2021,Central Huron M,Industrial,0.02097346,ON
2021,Central Manitoulin M,Residential,0.01392525,ON
2021,Central Manitoulin M,Farmland,0.00348131,ON
2021,Central Manitoulin M,Commercial,0.01965868,ON
2021,Central Manitoulin M,Industrial,0.02370033,ON
2021,Centre Hastings M,Residential,0.01462304,ON
2021,Centre Hastings M,Farmland,0.00365576,ON
2021,Centre Hastings M,Commercial,0.02320235,ON
2021,Centre Hastings M,Industrial,0.02358466,ON
2021,Centre Wellington Tp,Residential,0.01073379,ON
2021,Centre Wellington Tp,Farmland,0.00268344,ON
2021,Centre Wellington Tp,Commercial,0.02252284,ON
2021,Centre Wellington Tp,Industrial,0.03088908,ON
2021,Chamberlain Tp,Residential,0.01218974,ON
2021,Chamberlain Tp,Farmland,0.00304744,ON
2021,Chamberlain Tp,Commercial,0.01400167,ON
2021,Champlain Tp,Residential,0.0118717,ON
2021,Champlain Tp,Farmland,0.00296792,ON
2021,Champlain Tp,Commercial,0.02370238,ON
2021,Champlain Tp,Industrial,0.03410502,ON
2021,Chapple Tp,Residential,0.0130328,ON
2021,Chapple Tp,Farmland,0.0032582,ON
2021,Chapple Tp,Commercial,0.01858348,ON
2021,Chapple Tp,Industrial,0.03162005,ON
2021,Charlton-Dack M,Residential,0.01296501,ON
2021,Charlton-Dack M,Farmland,0.00324125,ON
2021,Charlton-Dack M,Commercial,0.02655496,ON
2021,Charlton-Dack M,Industrial,0.03439488,ON
2021,Chatham-Kent M,Residential,0.01466204,ON
2021,Chatham-Kent M,Farmland,0.00327155,ON
2021,Chatham-Kent M,Commercial,0.03428142,ON
2021,Chatham-Kent M,Industrial,0.0355237,ON
2021,Chisholm Tp,Residential,0.013557,ON
2021,Chisholm Tp,Farmland,0.00338925,ON
2021,Chisholm Tp,Commercial,0.02289204,ON
2021,Chisholm Tp,Industrial,0.01966663,ON
2021,Clarence-Rockland C,Residential,0.01256262,ON
2021,Clarence-Rockland C,Farmland,0.00314065,ON
2021,Clarence-Rockland C,Commercial,0.02469799,ON
2021,Clarence-Rockland C,Industrial,0.03579562,ON
2021,Clarington M,Residential,0.01150944,ON
2021,Clarington M,Farmland,0.00237839,ON
2021,Clarington M,Commercial,0.02327018,ON
2021,Clarington M,Industrial,0.0289934,ON
2021,Cobalt T,Residential,0.01498342,ON
2021,Cobalt T,Commercial,0.03368883,ON
2021,Cobourg T,Residential,0.0145791,ON
2021,Cobourg T,Farmland,0.0036448,ON
2021,Cobourg T,Commercial,0.0283737,ON
2021,Cobourg T,Industrial,0.0362031,ON
2021,Cochrane T,Residential,0.01641392,ON
2021,Cochrane T,Farmland,0.00410348,ON
2021,Cochrane T,Commercial,0.03826415,ON
2021,Cochrane T,Industrial,0.0376963,ON
2021,Cockburn Island Tp,Residential,0.01187716,ON
2021,Coleman Tp,Residential,0.01058,ON
2021,Coleman Tp,Commercial,0.022375,ON
2021,Coleman Tp,Industrial,0.031425,ON
2021,Conmee Tp,Residential,0.01526299,ON
2021,Conmee Tp,Farmland,0.00381575,ON
2021,Conmee Tp,Commercial,0.02559294,ON
2021,Conmee Tp,Industrial,0.03383274,ON
2021,Cornwall C,Residential,0.0167415,ON
2021,Cornwall C,Farmland,0.00418537,ON
2021,Cornwall C,Commercial,0.03832096,ON
2021,Cornwall C,Industrial,0.04880624,ON
2021,Cramahe Tp,Residential,0.01375772,ON
2021,Cramahe Tp,Farmland,0.00343943,ON
2021,Cramahe Tp,Commercial,0.02714158,ON
2021,Cramahe Tp,Industrial,0.03447821,ON
2021,Dawn-Euphemia Tp,Residential,0.01283527,ON
2021,Dawn-Euphemia Tp,Farmland,0.00293749,ON
2021,Dawn-Euphemia Tp,Commercial,0.02719481,ON
2021,Dawn-Euphemia Tp,Industrial,0.03194834,ON
2021,Dawson Tp,Residential,0.01056155,ON
2021,Dawson Tp,Farmland,0.00264039,ON
2021,Dawson Tp,Commercial,0.02668246,ON
2021,Dawson Tp,Industrial,0.01932446,ON
2021,Deep River T,Residential,0.01533093,ON
2021,Deep River T,Commercial,0.03384454,ON
2021,Deep River T,Industrial,0.04768038,ON
2021,Deseronto T,Residential,0.01735506,ON
2021,Deseronto T,Farmland,0.00433877,ON
2021,Deseronto T,Commercial,0.02620757,ON
2021,Deseronto T,Industrial,0.02666966,ON
2021,Dorion Tp,Residential,0.01397661,ON
2021,Dorion Tp,Farmland,0.00349416,ON
2021,Dorion Tp,Commercial,0.03951971,ON
2021,Dorion Tp,Industrial,0.02843808,ON
2021,Drummond-North Elmsley Tp,Residential,0.00912346,ON
2021,Drummond-North Elmsley Tp,Farmland,0.00228087,ON
2021,Drummond-North Elmsley Tp,Commercial,0.02279418,ON
2021,Drummond-North Elmsley Tp,Industrial,0.02802384,ON
2021,Dryden C,Residential,0.0169894,ON
2021,Dryden C,Farmland,0.00424735,ON
2021,Dryden C,Commercial,0.03753408,ON
2021,Dryden C,Industrial,0.0317554,ON
2021,Dubreuilville Tp,Residential,0.03477624,ON
2021,Dubreuilville Tp,Commercial,0.0609966,ON
2021,Dubreuilville Tp,Industrial,0.08251552,ON
2021,Dufferin Co,Residential,0.00363549,ON
2021,Dufferin Co,Farmland,0.00079981,ON
2021,Dufferin Co,Commercial,0.0044353,ON
2021,Dufferin Co,Industrial,0.00799226,ON
2021,Durham R,Residential,0.00501283,ON
2021,Durham R,Farmland,0.00100257,ON
2021,Durham R,Commercial,0.0072686,ON
2021,Durham R,Industrial,0.01014346,ON
2021,Dutton-Dunwich M,Residential,0.0159974,ON
2021,Dutton-Dunwich M,Farmland,0.00371001,ON
2021,Dutton-Dunwich M,Commercial,0.03249181,ON
2021,Dutton-Dunwich M,Industrial,0.04099141,ON
2021,Dysart et al Tp,Residential,0.00672702,ON
2021,Dysart et al Tp,Farmland,0.00168175,ON
2021,Dysart et al Tp,Commercial,0.01650561,ON
2021,Dysart et al Tp,Industrial,0.01772899,ON
2021,Ear Falls Tp,Residential,0.02349843,ON
2021,Ear Falls Tp,Commercial,0.05229749,ON
2021,East Ferris M,Residential,0.01042319,ON
2021,East Ferris M,Farmland,0.0026058,ON
2021,East Ferris M,Commercial,0.01769319,ON
2021,East Ferris M,Industrial,0.01769319,ON
2021,East Garafraxa Tp,Residential,0.00961822,ON
2021,East Garafraxa Tp,Farmland,0.00216191,ON
2021,East Garafraxa Tp,Commercial,0.01866763,ON
2021,East Garafraxa Tp,Industrial,0.02658114,ON
2021,East Gwillimbury T,Residential,0.00782102,ON
2021,East Gwillimbury T,Farmland,0.00195525,ON
2021,East Gwillimbury T,Commercial,0.01718027,ON
2021,East Gwillimbury T,Industrial,0.01913741,ON
2021,East Hawkesbury Tp,Residential,0.010428,ON
2021,East Hawkesbury Tp,Farmland,0.002607,ON
2021,East Hawkesbury Tp,Commercial,0.02162201,ON
2021,East Hawkesbury Tp,Industrial,0.03057244,ON
2021,East Zorra - Tavistock Tp,Residential,0.01044382,ON
2021,East Zorra - Tavistock Tp,Farmland,0.0023230397,ON
2021,East Zorra - Tavistock Tp,Commercial,0.0257523004,ON
2021,East Zorra - Tavistock Tp,Industrial,0.0322433442,ON
2021,Edwardsburgh-Cardinal Tp,Residential,0.01195769,ON
2021,Edwardsburgh-Cardinal Tp,Farmland,0.00298943,ON
2021,Edwardsburgh-Cardinal Tp,Commercial,0.02283986,ON
2021,Edwardsburgh-Cardinal Tp,Industrial,0.02768873,ON
2021,Elgin Co,Residential,0.00624937,ON
2021,Elgin Co,Farmland,0.00143736,ON
2021,Elgin Co,Commercial,0.01023397,ON
2021,Elgin Co,Industrial,0.01390547,ON
2021,Elliot Lake C,Residential,0.01976593,ON
2021,Elliot Lake C,Commercial,0.035698,ON
2021,Elliot Lake C,Industrial,0.035698,ON
2021,Englehart T,Residential,0.0173571,ON
2021,Englehart T,Commercial,0.0244715,ON
2021,Enniskillen Tp,Residential,0.01181385,ON
2021,Enniskillen Tp,Farmland,0.00270665,ON
2021,Enniskillen Tp,Commercial,0.02553286,ON
2021,Enniskillen Tp,Industrial,0.02985691,ON
2021,Espanola T,Residential,0.01674479,ON
2021,Espanola T,Farmland,0.0041862,ON
2021,Espanola T,Commercial,0.03631853,ON
2021,Espanola T,Industrial,0.04405392,ON
2021,Essa Tp,Residential,0.00687479,ON
